Peptides,GO-term,Name
2,GO:0005524,ATP binding
2,GO:0042623,ATPase activity
2,GO:0016887,ATPase activity
2,GO:0051082,unfolded protein binding
2,GO:0051787,misfolded protein binding
2,GO:0044183,protein folding chaperone
2,GO:0031072,heat shock protein binding
2,GO:0016168,chlorophyll binding
1,GO:0004177,aminopeptidase activity
1,GO:0030145,manganese ion binding
1,GO:0008235,metalloexopeptidase activity
1,GO:0004348,glucosylceramidase activity
1,GO:0016787,hydrolase activity
1,GO:0004427,inorganic diphosphatase activity
1,GO:0000287,magnesium ion binding
1,GO:0016597,amino acid binding
1,GO:0016743,carboxyl- or carbamoyltransferase activity
1,GO:0005506,iron ion binding
1,GO:0009055,electron transfer activity
