Peptides,GO-term,Name
15,GO:0016168,chlorophyll binding
4,GO:0009055,electron transfer activity
3,GO:0020037,heme binding
3,GO:0005506,iron ion binding
2,GO:0004177,aminopeptidase activity
2,GO:0030145,manganese ion binding
2,GO:0008235,metalloexopeptidase activity
1,GO:0051539,"4 iron, 4 sulfur cluster binding"
1,GO:0000287,magnesium ion binding
1,GO:0016836,hydro-lyase activity
1,GO:0004348,glucosylceramidase activity
1,GO:0016787,hydrolase activity
1,GO:0004360,glutamine-fructose-6-phosphate transaminase (isomerizing) activity
1,GO:0097367,carbohydrate derivative binding
1,GO:0004017,adenylate kinase activity
1,GO:0005524,ATP binding
1,GO:0051537,"2 iron, 2 sulfur cluster binding"
1,GO:0009496,plastoquinol--plastocyanin reductase activity
1,GO:0046872,metal ion binding
1,GO:0015078,proton transmembrane transporter activity
