Peptides,GO-term,Name
18,GO:0055085,transmembrane transport
17,GO:0005975,carbohydrate metabolic process
13,GO:0006355,"regulation of transcription, DNA-templated"
8,GO:0032259,methylation
7,GO:0006260,DNA replication
7,GO:0015074,DNA integration
6,GO:0006310,DNA recombination
5,GO:0042026,protein refolding
5,GO:0009408,response to heat
4,GO:0006281,DNA repair
4,GO:0007155,cell adhesion
4,GO:0019538,protein metabolic process
4,GO:0000160,phosphorelay signal transduction system
4,GO:0006289,nucleotide-excision repair
4,GO:0006633,fatty acid biosynthetic process
3,GO:0070475,rRNA base methylation
3,GO:0006400,tRNA modification
3,GO:0006979,response to oxidative stress
3,GO:0042773,ATP synthesis coupled electron transport
3,GO:0009252,peptidoglycan biosynthetic process
3,GO:0018298,protein-chromophore linkage
3,GO:0055114,oxidation-reduction process
3,GO:0009058,biosynthetic process
3,GO:0008643,carbohydrate transport
3,GO:0015628,protein secretion by the type II secretion system
3,GO:0009432,SOS response
3,GO:0006298,mismatch repair
2,GO:0000724,double-strand break repair via homologous recombination
2,GO:0006313,"transposition, DNA-mediated"
2,GO:0006402,mRNA catabolic process
2,GO:0006396,RNA processing
2,GO:0035999,tetrahydrofolate interconversion
2,GO:0046677,response to antibiotic
2,GO:0045892,"negative regulation of transcription, DNA-templated"
2,GO:0051301,cell division
2,GO:0007049,cell cycle
2,GO:0008152,metabolic process
2,GO:0006098,pentose-phosphate shunt
2,GO:0007165,signal transduction
2,GO:0005978,glycogen biosynthetic process
2,GO:0006177,GMP biosynthetic process
2,GO:0006189,'de novo' IMP biosynthetic process
2,GO:0071705,nitrogen compound transport
2,GO:0009253,peptidoglycan catabolic process
2,GO:0006044,N-acetylglucosamine metabolic process
2,GO:0009103,lipopolysaccharide biosynthetic process
2,GO:0005980,glycogen catabolic process
2,GO:0009245,lipid A biosynthetic process
2,GO:0006304,DNA modification
2,GO:0008610,lipid biosynthetic process
2,GO:1901137,carbohydrate derivative biosynthetic process
2,GO:0006811,ion transport
2,GO:0006119,oxidative phosphorylation
2,GO:0006541,glutamine metabolic process
2,GO:0000105,histidine biosynthetic process
2,GO:0006265,DNA topological change
2,GO:0045493,xylan catabolic process
2,GO:0006284,base-excision repair
1,GO:0006826,iron ion transport
1,GO:0009307,DNA restriction-modification system
1,GO:0042254,ribosome biogenesis
1,GO:0009117,nucleotide metabolic process
1,GO:0071973,bacterial-type flagellum-dependent cell motility
1,GO:0009231,riboflavin biosynthetic process
1,GO:0006449,regulation of translational termination
1,GO:0006629,lipid metabolic process
1,GO:0042744,hydrogen peroxide catabolic process
1,GO:0006428,isoleucyl-tRNA aminoacylation
1,GO:0000820,regulation of glutamine family amino acid metabolic process
1,GO:0019464,glycine decarboxylation via glycine cleavage system
1,GO:0016052,carbohydrate catabolic process
1,GO:0009264,deoxyribonucleotide catabolic process
1,GO:0046386,deoxyribose phosphate catabolic process
1,GO:0006807,nitrogen compound metabolic process
1,GO:0006808,regulation of nitrogen utilization
1,GO:0044208,'de novo' AMP biosynthetic process
1,GO:0071586,CAAX-box protein processing
1,GO:0019835,cytolysis
1,GO:0042742,defense response to bacterium
1,GO:0016998,cell wall macromolecule catabolic process
1,GO:0030488,tRNA methylation
1,GO:0030261,chromosome condensation
1,GO:0007062,sister chromatid cohesion
1,GO:0007059,chromosome segregation
1,GO:0006605,protein targeting
1,GO:0065002,intracellular protein transmembrane transport
1,GO:0043952,protein transport by the Sec complex
1,GO:0071793,bacillithiol biosynthetic process
1,GO:0006268,DNA unwinding involved in DNA replication
1,GO:0006269,"DNA replication, synthesis of RNA primer"
1,GO:0009097,isoleucine biosynthetic process
1,GO:0009099,valine biosynthetic process
1,GO:0006520,cellular amino acid metabolic process
1,GO:0016042,lipid catabolic process
1,GO:0046656,folic acid biosynthetic process
1,GO:0019544,arginine catabolic process to glutamate
1,GO:0019545,arginine catabolic process to succinate
1,GO:0055072,iron ion homeostasis
1,GO:0043165,Gram-negative-bacterium-type cell outer membrane assembly
1,GO:0006430,lysyl-tRNA aminoacylation
1,GO:0009060,aerobic respiration
1,GO:0046854,phosphatidylinositol phosphorylation
1,GO:0046855,inositol phosphate dephosphorylation
1,GO:0005992,trehalose biosynthetic process
1,GO:0032196,transposition
1,GO:0033567,"DNA replication, Okazaki fragment processing"
1,GO:0015753,D-xylose transmembrane transport
1,GO:0017000,antibiotic biosynthetic process
1,GO:1901135,carbohydrate derivative metabolic process
1,GO:0006571,tyrosine biosynthetic process
1,GO:0044237,cellular metabolic process
1,GO:0015031,protein transport
1,GO:0090529,cell septum assembly
1,GO:0043093,FtsZ-dependent cytokinesis
1,GO:0009073,aromatic amino acid family biosynthetic process
1,GO:0009423,chorismate biosynthetic process
1,GO:0016051,carbohydrate biosynthetic process
1,GO:0008616,queuosine biosynthetic process
1,GO:0043631,RNA polyadenylation
1,GO:0042619,poly-hydroxybutyrate biosynthetic process
1,GO:0006282,regulation of DNA repair
1,GO:0006596,polyamine biosynthetic process
1,GO:0008360,regulation of cell shape
1,GO:0071555,cell wall organization
1,GO:0009584,detection of visible light
1,GO:0008535,respiratory chain complex IV assembly
1,GO:0006542,glutamine biosynthetic process
1,GO:0009166,nucleotide catabolic process
1,GO:0022904,respiratory electron transport chain
1,GO:0015977,carbon fixation
1,GO:0009094,L-phenylalanine biosynthetic process
1,GO:0046417,chorismate metabolic process
1,GO:0015976,carbon utilization
1,GO:0006066,alcohol metabolic process
1,GO:0006352,"DNA-templated transcription, initiation"
1,GO:0009086,methionine biosynthetic process
1,GO:0006164,purine nucleotide biosynthetic process
1,GO:0006814,sodium ion transport
1,GO:0009405,pathogenesis
1,GO:0006094,gluconeogenesis
1,GO:0006090,pyruvate metabolic process
1,GO:0019557,histidine catabolic process to glutamate and formate
1,GO:0019556,histidine catabolic process to glutamate and formamide
1,GO:0015833,peptide transport
1,GO:0009435,NAD biosynthetic process
1,GO:0042126,nitrate metabolic process
1,GO:0000453,enzyme-directed rRNA 2'-O-methylation
1,GO:0019262,N-acetylneuraminate catabolic process
1,GO:0006081,cellular aldehyde metabolic process
1,GO:0006080,substituted mannan metabolic process
1,GO:0005976,polysaccharide metabolic process
1,GO:0006168,adenine salvage
1,GO:0006166,purine ribonucleoside salvage
1,GO:0044209,AMP salvage
1,GO:0009056,catabolic process
1,GO:0019303,D-ribose catabolic process
1,GO:0070814,hydrogen sulfide biosynthetic process
1,GO:0019379,"sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)"
1,GO:0015941,pantothenate catabolic process
1,GO:0015937,coenzyme A biosynthetic process
