Peptides,GO-term,Name
21,GO:0016021,integral component of membrane
15,GO:0005737,cytoplasm
2,GO:0016020,membrane
2,GO:0005886,plasma membrane
1,GO:0005576,extracellular region
1,GO:0009424,bacterial-type flagellum hook
1,GO:0009421,bacterial-type flagellum filament cap
1,GO:0005887,integral component of plasma membrane
1,GO:0043190,ATP-binding cassette (ABC) transporter complex
1,GO:0009360,DNA polymerase III complex
1,GO:0005840,ribosome
1,GO:0009380,excinuclease repair complex
1,GO:0019867,outer membrane
