Peptides,GO-term,Name
155,GO:0016021,integral component of membrane
138,GO:0009535,chloroplast thylakoid membrane
93,GO:0005737,cytoplasm
89,GO:0009507,chloroplast
85,GO:0005829,cytosol
45,GO:0005739,mitochondrion
31,GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)"
27,GO:0005840,ribosome
26,GO:0005634,nucleus
24,GO:0005623,cell
21,GO:0009941,chloroplast envelope
19,GO:0022627,cytosolic small ribosomal subunit
17,GO:0016020,membrane
17,GO:0022625,cytosolic large ribosomal subunit
16,GO:0009523,photosystem II
15,GO:0034098,VCP-NPL4-UFD1 AAA ATPase complex
14,GO:0005886,plasma membrane
14,GO:0009522,photosystem I
14,GO:1990904,ribonucleoprotein complex
13,GO:0043231,intracellular membrane-bounded organelle
11,GO:0009538,photosystem I reaction center
11,GO:0034663,endoplasmic reticulum chaperone complex
11,GO:0031361,integral component of thylakoid membrane
9,GO:0005788,endoplasmic reticulum lumen
9,GO:0015935,small ribosomal subunit
8,GO:0015934,large ribosomal subunit
8,GO:0033179,"proton-transporting V-type ATPase, V0 domain"
8,GO:0005783,endoplasmic reticulum
7,GO:0000015,phosphopyruvate hydratase complex
6,GO:0045263,"proton-transporting ATP synthase complex, coupling factor F(o)"
6,GO:0005765,lysosomal membrane
6,GO:0016471,vacuolar proton-transporting V-type ATPase complex
6,GO:0009654,photosystem II oxygen evolving complex
5,GO:0000275,"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)"
5,GO:0009536,plastid
5,GO:0031207,Sec62/Sec63 complex
4,GO:0009579,thylakoid
4,GO:0032991,protein-containing complex
4,GO:0048471,perinuclear region of cytoplasm
4,GO:0009986,cell surface
4,GO:0031597,cytosolic proteasome complex
4,GO:0031595,nuclear proteasome complex
4,GO:0008540,"proteasome regulatory particle, base subcomplex"
4,GO:0043614,multi-eIF complex
4,GO:0071541,"eukaryotic translation initiation factor 3 complex, eIF3m"
4,GO:0071540,"eukaryotic translation initiation factor 3 complex, eIF3e"
4,GO:0000159,protein phosphatase type 2A complex
4,GO:0008287,protein serine/threonine phosphatase complex
3,GO:0005753,mitochondrial proton-transporting ATP synthase complex
3,GO:0005856,cytoskeleton
3,GO:0005743,mitochondrial inner membrane
3,GO:0005967,mitochondrial pyruvate dehydrogenase complex
3,GO:0005852,eukaryotic translation initiation factor 3 complex
3,GO:0009316,3-isopropylmalate dehydratase complex
2,GO:0000786,nucleosome
2,GO:0000790,nuclear chromatin
2,GO:0000502,proteasome complex
2,GO:0016282,eukaryotic 43S preinitiation complex
2,GO:0033290,eukaryotic 48S preinitiation complex
2,GO:0005762,mitochondrial large ribosomal subunit
1,GO:0042651,thylakoid membrane
1,GO:0005789,endoplasmic reticulum membrane
1,GO:0030076,light-harvesting complex
1,GO:0009539,photosystem II reaction center
1,GO:0009521,photosystem
1,GO:0005960,glycine cleavage complex
1,GO:0019898,extrinsic component of membrane
1,GO:0005740,mitochondrial envelope
1,GO:0005654,nucleoplasm
1,GO:0008537,proteasome activator complex
1,GO:0005750,mitochondrial respiratory chain complex III
1,GO:0030686,90S preribosome
1,GO:0032040,small-subunit processome
1,GO:0034455,t-UTP complex
1,GO:0005794,Golgi apparatus
1,GO:0030870,Mre11 complex
